Full Name,Status,#,Post Name,Category,Employee Category,Practice Group,Team,Team Code,Location
Melvin Willis,,9491,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Construction Planning and Environment,300,London
Alexa Barajas,,10171,Partner,Partner,UK - Fee Earners,"UK - Advisory,",UK - Tax,400,London
Brennan Cabrera,,3877,"Health, Safety & Wellbeing Advisor",Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Daleyza Kirk,,4494,Head of IT Applications,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Alessandro Hester,,5154,Senior PA,Central Business Support,UK - Business Services,"UK - Business Support Services,",UK - Business Support,5700,Reading
Zendaya Bates,,5527,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Ellis Goodman,,10633,HR Systems & Data Assistant,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Carolina Ayers,,9881,IT Software Engineering Team Leader,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,London
Ulises McClure,,8256,Associate,Associate,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,Reading
Estella Lawrence,,7718,Finance Analyst,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Kaleb Olsen,,11410,Paralegal,Paralegal,UK - Fee Earners,"UK - Disputes and Risk,",UK - IP Disputes,200,London
Oaklyn Wise,,9780,Vice President - International,Business Operations & Mgt,US - Operations,"US - Firm Management USA,",US - Operations,6900,San Francisco
Frederick Davila,,10582,Paralegal,Paralegal,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Reading
Rayne Morse,,8219,Trainee Solicitor (SQE Route) Secondment,Trainee Solicitor,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Bode Hendricks,,10555,Trainee Solicitor Secondment,Trainee Solicitor,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Dani Sloan,,11396,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,Bristol
Ocean Burton,,10875,Employer Brand Marketing Manager,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Miriam Arroyo,,7952,Senior Delivery & Business Intelligence Manager,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Alberto Franco,,10183,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Business Transactions,",UK - PA Support,100,London
Charleigh Garcia,,10957,Data Analyst,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
James Grant,,1375,Legal Director,Legal Director,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,Bristol
Alaina Manning,,10395,Paralegal,Paralegal,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,London
Seth Watkins,,3759,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Advisory,",UK - PA Support,400,London
Lola Wilkinson,,10496,HR Advisor,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,London
Leonard Clements,,10552,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Cara Phelps,,3565,Legal Director,Legal Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,London
Hamza Cabrera,,7249,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,Bristol
Daleyza Boone,,3843,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,London
Mauricio Anthony,,6938,Senior PA,Sr PA / Document Spec / Exec PA,UK - Fee Earner Support,"UK - Advisory,",UK - PA Support,400,Bristol
Macy Blackburn,,8216,Conveyancing Executive,Legal Executive,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Zahir Hinton,,7679,Senior Application Engineer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Jaelynn Montes,,8435,Paralegal,Paralegal,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,London
Darren Watkins,,10132,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,Reading
Lola Ramsey,,10527,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Luciano Potts,,9688,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Construction Planning and Environment,300,London
Ellison Young,,4235,IT Support Engineer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,London
Asher Michael,,7274,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Construction Disputes,200,London
Aubriella Everett,,8612,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,London
Camilo Beard,,4030,Head of Business Development,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Ezra Hess,,6805,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Business Transactions,",UK - PA Support,100,London
Lawrence Potter,,1685,International Development Manager,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Reading
Rory Gross,,8220,Trainee Solicitor (SQE Route),Trainee Solicitor,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Quinn Simpson,,1107,Senior Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Bristol
Anastasia Poole,,10910,Events Executive,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Quincy Peck,,2178,Associate Director,Associate Director,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,Bristol
Crystal Meyer,,2924,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Business Transactions,",UK - PA Support,100,London
Tristan Conway,,10972,Associate Director (Barrister),Associate Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,London
Ryann Thomas,,7652,IT Meeting Room Technology Support Engineer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Logan Drake,,10188,Legal Director,Legal Director,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,London
Jayleen McMahon,,4729,Scheme Manager,Fee Earning Managers,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,Bristol
Jakob Blackwell,,4236,IT Deskside Senior Support Engineer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Reading
Saoirse Marquez,,7487,Associate Director,Associate Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Restructuring and Insolvency,200,London
Malakai Le,,10850,Business Development Executive,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,London
Myla Kim,,4833,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Roman Mosley,,11131,Project Manager,Change Function,UK - Business Services,"UK - Change Function,",UK - Change Function,6850,Bristol
Zaniyah Rivas,,9925,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Construction Planning and Environment,300,Bristol
Damon Chen,,3415,Associate Director,Associate Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,London
Valeria Mathis,,5568,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - PA Support,300,London
Gustavo Lowery,,10047,Solutions Director,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Estelle Case,,10760,Paralegal,Paralegal,UK - Fee Earners,"UK - Disputes and Risk,",UK - IP Disputes,200,London
Bentlee Person,,1287,Revenue Control Manager (Collections),Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Dylan Rush,,6490,Assistant Transformation Marketing Manager,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Kaiser Shaffer,,8042,IT Service Desk Engineer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Alanna Schmitt,,4243,Endpoint Solutions Specialist,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Murphy Curry,,5658,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,London
Alison Gilbert,,4997,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Advisory,",UK - PA Support,400,Bristol
Tobias Butler,,9012,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Athena Valentine,,11523,Work Acceptance Assistant,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Demetrius Snyder,,11397,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,Bristol
Callie Wade,,9822,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Jake Cortez,,8613,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,Bristol
Haven Sanders,,3857,Associate Director,Associate Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Bristol
Jose Stephens,,7807,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - PA Support,200,London
Millie Navarro,,4919,Document Specialist,Central Business Support,UK - Business Services,"UK - Business Support Services,",UK - Business Support,5700,Bristol
Reid Carpenter,,5048,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,Bristol
Lilly Delacruz,,9885,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - PA Support,300,London
Memphis Pitts,,2515,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - PA Support,300,London
Nala Santos,,10708,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - IP Disputes,200,London
Walker Orr,,5520,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Alaiya Hanna,,4479,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Bristol
Aydin Merritt,,1652,Partner,Partner,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,London
Kaisley Nixon,,8382,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - PA Support,200,London
Cory McKay,,9053,Conveyancing Executive,Legal Executive,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Leanna Cantu,,2500,Senior Finance Manager,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Anakin Monroe,,6522,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Projects,300,London
Carly Fry,,9679,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,London
Jacoby Odom,,10559,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,Reading
Laylani O’Neal,,1084,Legal Secretary,Central Business Support,UK - Business Services,"UK - Business Support Services,",UK - Business Support,5700,Bristol
Eddie Michael,,10752,Digital Channels Executive (Website),Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Aubriella Williamson,,10847,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Reading
Emerson Montoya,,11456,AML Officer,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,London
Kamryn Corona,,10722,Senior Paralegal,Paralegal,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Darian House,,9821,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,London
Sariah McKay,,11390,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Joey Chang,,1296,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Ophelia Baldwin,,5547,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,London
Jaiden Marks,,4090,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Monica Hardy,,152,Senior PA,Sr PA / Document Spec / Exec PA,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - PA Support,300,Bristol
Jayceon Gilbert,,2388,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Construction Planning and Environment,300,Bristol
Jocelyn Truong,,2664,Managing Partner,Partner,UK - Firm Management,"UK - Operations,",UK - OPS,5000,Bristol
Ayan McDowell,,5418,Associate Director,Associate Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,Bristol
Rayna Leal,,6629,Chartered Legal Executive,Legal Executive,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,Bristol
Cedric Guerrero,,7742,Plots Administrative Assistant,Legal Support & Mgt (Plots),UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - Professional Support,300,Bristol
Margot Silva,,10419,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,London
Luka Wiggins,,4097,Information Security Manager,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Capri Duncan,,4823,Solutions Director,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Avery Hensley,,9024,IT Deskside Support Manager,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Malaya Garner,,8088,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,Bristol
Sage Michael,,3959,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Aubriella Ramsey,,4694,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Luciano Cook,,10505,Paralegal,Paralegal,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,Bristol
Aaliyah Medrano,,6504,Chief People Officer,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Reading
Arian O’Neill,,8092,Associate,Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,London
Kenna Hart,,11422,Workplace Experience Lead,Workplace Services,UK - Business Services,"UK - Workplace Services,",UK - Workplace Services,6700,London
Joel Norton,,8328,Client and Matter Inception Conflicts Team Lead,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Kylee Cervantes,,9975,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Projects,300,London
Kamari Farley,,11447,Associate,Associate,UK - Fee Earners,"UK - Advisory,",UK - Tax,400,Bristol
Wrenley Lopez,,4445,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - PA Support,300,Bristol
Michael Bell,,5694,IT Trainer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,London
Melody Sutton,,8233,Junior PA,Jr PA / Admin Assistant,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - PA Support,300,Bristol
